Altium Designer Pick and Place Locations
C:\Users\dparker\OneDrive - Imperial College London\Desktop\DUNE-Variant-AMC-FMC-Carrier-AFC\manufacturing\Pick Place\PnP_AFC_v4.0.2_DUNE.csv

========================================================================================================================
File Design Information:

Date:       05/08/26
Time:       15:26
Revision:   ca124e2ca1e83640e976a10fcd212f5c413419b6
Variant:    DUNE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"IC27","AT24MAC602-XHM","TopLayer","SOP65P640X120-8N","-157.4000","77.9000","0","1.7V to 5.5V, I2C-Compatible (2-wire) 2-Kbit (256 x 8) Serial EEPROM"
"C392","100nF","TopLayer","CAPC0603X33N","-73.9500","56.5750","270","Non-polarised capacitor"
"C388","100nF","TopLayer","CAPC0603X33N","-19.4056","-18.3134","270","Non-polarised capacitor"
"C387","100nF","TopLayer","CAPC0603X33N","-19.3548","-21.2598","270","Non-polarised capacitor"
"C386","100nF","TopLayer","CAPC0603X33N","-8.4328","-21.3106","0","Non-polarised capacitor"
"C385","100nF","TopLayer","CAPC0603X33N","-19.7866","-23.6982","180","Non-polarised capacitor"
"C384","100nF","TopLayer","CAPC0603X33N","-8.6868","-25.3746","270","Non-polarised capacitor"
"C383","100nF","TopLayer","CAPC0603X33N","-19.4056","-24.8666","270","Non-polarised capacitor"
"C380","100nF","BottomLayer","CAPC0603X33N","-26.2890","-8.3566","90","Non-polarised capacitor"
"C379","100nF","BottomLayer","CAPC0603X33N","-25.4762","-7.6454","270","Non-polarised capacitor"
"C376","100nF","TopLayer","CAPC0603X33N","-153.0750","78.5750","270","Non-polarised capacitor"
"C112","100nF","TopLayer","CAPC0603X33N","-73.9436","77.0250","90","Non-polarised capacitor"
"C120","100nF","TopLayer","CAPC0603X33N","-71.9500","76.5750","90","Non-polarised capacitor"
"C111","100nF","TopLayer","CAPC0603X33N","-78.8500","74.0750","180","Non-polarised capacitor"
"C118","100nF","TopLayer","CAPC0603X33N","-76.9250","80.0750","270","Non-polarised capacitor"
"C114","100nF","TopLayer","CAPC0603X33N","-64.9000","75.9250","290","Non-polarised capacitor"
"C121","100nF","TopLayer","CAPC0603X33N","-67.9250","77.0000","180","Non-polarised capacitor"
"C125","100nF","TopLayer","CAPC0603X33N","-66.0250","55.0750","270","Non-polarised capacitor"
"C131","100nF","TopLayer","CAPC0603X33N","-58.9026","56.9468","90","Non-polarised capacitor"
"C129","100nF","TopLayer","CAPC0603X33N","-71.9250","50.9750","80","Non-polarised capacitor"
"C132","100nF","TopLayer","CAPC0603X33N","-63.8750","53.0750","270","Non-polarised capacitor"
"C124","100nF","TopLayer","CAPC0603X33N","-60.9092","51.0540","90","Non-polarised capacitor"
"C141","100nF","TopLayer","CAPC0603X33N","-58.9500","74.5750","270","Non-polarised capacitor"
"C138","100nF","TopLayer","CAPC0603X33N","-56.9436","80.0828","270","Non-polarised capacitor"
"C134","100nF","TopLayer","CAPC0603X33N","-55.9436","80.0828","270","Non-polarised capacitor"
"C140","100nF","TopLayer","CAPC0603X33N","-57.4500","73.0750","180","Non-polarised capacitor"
"R168","240","TopLayer","RESC1005X40N","-47.5750","102.2500","180","Resistor - 1%"
"R167","240","TopLayer","RESC1005X40N","-69.3000","102.2370","180","Resistor - 1%"
"R164","10k","TopLayer","RESC1005X40N","-148.6994","41.9020","0","Resistor - 1%"
"C109","100nF","TopLayer","CAPC0603X33N","-46.5500","105.9750","90","Non-polarised capacitor"
"C105","100nF","TopLayer","CAPC0603X33N","-46.5500","103.5750","270","Non-polarised capacitor"
"C104","100nF","TopLayer","CAPC0603X33N","-53.9225","99.7475","135","Non-polarised capacitor"
"C103","100nF","TopLayer","CAPC0603X33N","-65.3910","103.5630","270","Non-polarised capacitor"
"C101","100nF","TopLayer","CAPC0603X33N","-58.9660","95.4630","180","Non-polarised capacitor"
"C98","100nF","TopLayer","CAPC0603X33N","-58.5660","100.7380","270","Non-polarised capacitor"
"C96","100nF","TopLayer","CAPC0603X33N","-65.3910","97.1380","270","Non-polarised capacitor"
"C95","100nF","TopLayer","CAPC0603X33N","-53.3500","100.7500","270","Non-polarised capacitor"
"C94","100nF","TopLayer","CAPC0603X33N","-48.4275","98.4525","315","Non-polarised capacitor"
"C93","100nF","TopLayer","CAPC0603X33N","-54.5750","103.5750","270","Non-polarised capacitor"
"C84","100nF","TopLayer","CAPC0603X33N","-57.3410","105.9630","90","Non-polarised capacitor"
"C83","100nF","TopLayer","CAPC0603X33N","-64.1660","100.7630","270","Non-polarised capacitor"
"C82","100nF","TopLayer","CAPC0603X33N","-64.5660","95.5380","180","Non-polarised capacitor"
"C80","100nF","TopLayer","CAPC0603X33N","-65.3910","105.9630","90","Non-polarised capacitor"
"C78","100nF","TopLayer","CAPC0603X33N","-54.5750","105.9750","90","Non-polarised capacitor"
"C76","100nF","TopLayer","CAPC0603X33N","-54.5750","97.1250","270","Non-polarised capacitor"
"C75","100nF","TopLayer","CAPC0603X33N","-46.5500","98.7750","270","Non-polarised capacitor"
"C74","100nF","TopLayer","CAPC0603X33N","-53.7500","95.5500","180","Non-polarised capacitor"
"C73","100nF","TopLayer","CAPC0603X33N","-57.3410","98.7380","270","Non-polarised capacitor"
"C70","100nF","TopLayer","CAPC0603X33N","-57.3660","103.5630","270","Non-polarised capacitor"
"C69","100nF","TopLayer","CAPC0603X33N","-62.5910","99.1630","0","Non-polarised capacitor"
"C67","100nF","TopLayer","CAPC0603X33N","-59.1135","97.7905","45","Non-polarised capacitor"
"C65","100nF","TopLayer","CAPC0603X33N","-76.3000","105.9120","90","Non-polarised capacitor"
"C63","100nF","TopLayer","CAPC0603X33N","-58.5660","103.1630","0","Non-polarised capacitor"
"C61","100nF","TopLayer","CAPC0603X33N","-47.7500","103.1750","0","Non-polarised capacitor"
"C59","100nF","TopLayer","CAPC0603X33N","-69.4750","103.1870","0","Non-polarised capacitor"
"C58","100nF","TopLayer","CAPC0603X33N","-36.9000","103.2000","0","Non-polarised capacitor"
"C57","100nF","TopLayer","CAPC0603X33N","-65.3910","98.7380","270","Non-polarised capacitor"
"C56","100nF","TopLayer","CAPC0603X33N","-54.5750","98.7750","270","Non-polarised capacitor"
"C52","100nF","TopLayer","CAPC0603X33N","-76.3000","98.8120","270","Non-polarised capacitor"
"R19","10k","TopLayer","RESC1005X40N","-160.4250","86.6000","180","Resistor - 1%"
"C375","100nF","BottomLayer","CAPC0603X33N","-86.4250","98.9370","180","Non-polarised capacitor"
"C374","100nF","TopLayer","CAPC0603X33N","-80.2000","104.1120","225","Non-polarised capacitor"
"C373","100nF","BottomLayer","CAPC0603X33N","-86.4250","102.5370","180","Non-polarised capacitor"
"C372","100nF","BottomLayer","CAPC0603X33N","-86.4250","94.9370","180","Non-polarised capacitor"
"C371","100nF","TopLayer","CAPC0603X33N","-52.9500","78.5500","90","Non-polarised capacitor"
"C370","100nF","TopLayer","CAPC0603X33N","-79.9475","102.4145","225","Non-polarised capacitor"
"C369","100nF","BottomLayer","CAPC0603X33N","-86.4250","106.1370","180","Non-polarised capacitor"
"C368","100nF","TopLayer","CAPC0603X33N","-86.4250","100.7370","180","Non-polarised capacitor"
"C367","100nF","TopLayer","CAPC0603X33N","-86.4250","104.3370","180","Non-polarised capacitor"
"C366","100nF","TopLayer","CAPC0603X33N","-86.4250","97.1370","180","Non-polarised capacitor"
"C365","100nF","TopLayer","CAPC0603X33N","-80.7225","96.5895","225","Non-polarised capacitor"
"C364","100nF","TopLayer","CAPC0603X33N","-79.8725","95.7895","225","Non-polarised capacitor"
"C363","100nF","TopLayer","CAPC0603X33N","-41.7250","99.1750","0","Non-polarised capacitor"
"C362","100nF","TopLayer","CAPC0603X33N","-43.7250","97.1500","270","Non-polarised capacitor"
"C361","100nF","TopLayer","CAPC0603X33N","-42.4750","100.7500","270","Non-polarised capacitor"
"C360","100nF","TopLayer","CAPC0603X33N","-42.9000","95.5500","180","Non-polarised capacitor"
"C359","100nF","TopLayer","CAPC0603X33N","-35.7000","103.5750","270","Non-polarised capacitor"
"C358","100nF","TopLayer","CAPC0603X33N","-35.6250","98.7500","270","Non-polarised capacitor"
"C357","100nF","TopLayer","CAPC0603X33N","-35.7000","105.9750","90","Non-polarised capacitor"
"C356","100nF","TopLayer","CAPC0603X33N","-36.9000","100.7750","270","Non-polarised capacitor"
"C355","100nF","TopLayer","CAPC0603X33N","-36.5000","95.5250","180","Non-polarised capacitor"
"C354","100nF","TopLayer","CAPC0603X33N","-43.7250","103.5750","270","Non-polarised capacitor"
"C353","100nF","TopLayer","CAPC0603X33N","-43.7250","105.9750","90","Non-polarised capacitor"
"C352","100nF","TopLayer","CAPC0603X33N","-37.7025","98.3525","315","Non-polarised capacitor"
"C351","100nF","TopLayer","CAPC0603X33N","-75.6475","99.7095","135","Non-polarised capacitor"
"C350","100nF","TopLayer","CAPC0603X33N","-75.4750","95.5370","180","Non-polarised capacitor"
"C308","100nF","TopLayer","CAPC0603X33N","-75.0750","100.7370","270","Non-polarised capacitor"
"C307","100nF","TopLayer","CAPC0603X33N","-69.7025","98.3895","315","Non-polarised capacitor"
"C299","100nF","TopLayer","CAPC0603X33N","-68.2750","105.9620","90","Non-polarised capacitor"
"C298","100nF","TopLayer","CAPC0603X33N","-68.2750","99.5370","270","Non-polarised capacitor"
"C290","100nF","TopLayer","CAPC0603X33N","-76.3000","103.5620","270","Non-polarised capacitor"
"C289","100nF","TopLayer","CAPC0603X33N","-68.2750","103.6120","270","Non-polarised capacitor"
"C281","100nF","TopLayer","CAPC0603X33N","-69.0750","95.5370","180","Non-polarised capacitor"
"C274","100nF","TopLayer","CAPC0603X33N","-69.4750","100.7370","270","Non-polarised capacitor"
"C273","100nF","TopLayer","CAPC0603X33N","-76.3000","97.1870","270","Non-polarised capacitor"
"R228","240","TopLayer","RESC1005X40N","-36.7250","102.2250","180","Resistor - 1%"
"R144","240","TopLayer","RESC1005X40N","-58.3910","102.2380","180","Resistor - 1%"
"J4","Mini-Fit Jr.™","BottomLayer","MOLEX_39-28-1043","-27.7000","-27.6250","180","Connector 4 Male"
"J6","Milli-Grid™","BottomLayer","MOLEX_87832-1420","-96.1000","-23.2500","90","Connector 14 Male"
"R152","100","TopLayer","RESC1005X40N","-146.2786","56.8452","270","Resistor - 1%"
"R153","100","TopLayer","RESC1005X40N","-153.3500","83.5750","270","Resistor - 1%"
"C334","100nF","BottomLayer","CAPC0603X33N","-8.2250","0.7750","180","Non-polarised capacitor"
"C335","100nF","BottomLayer","CAPC0603X33N","-8.2250","1.4250","180","Non-polarised capacitor"
"C336","100nF","BottomLayer","CAPC0603X33N","-8.2250","3.0500","180","Non-polarised capacitor"
"C337","100nF","BottomLayer","CAPC0603X33N","-8.2250","3.7000","180","Non-polarised capacitor"
"C341","100nF","BottomLayer","CAPC0603X33N","-8.2000","8.1750","180","Non-polarised capacitor"
"C342","100nF","BottomLayer","CAPC0603X33N","-8.3500","16.5750","180","Non-polarised capacitor"
"C343","100nF","BottomLayer","CAPC0603X33N","-8.3500","17.2250","180","Non-polarised capacitor"
"C344","100nF","BottomLayer","CAPC0603X33N","-8.1280","18.7960","180","Non-polarised capacitor"
"C345","100nF","BottomLayer","CAPC0603X33N","-8.1280","19.4310","180","Non-polarised capacitor"
"C346","100nF","BottomLayer","CAPC0603X33N","-7.4500","12.2500","180","Non-polarised capacitor"
"C347","100nF","BottomLayer","CAPC0603X33N","-7.4500","12.9000","180","Non-polarised capacitor"
"C348","100nF","BottomLayer","CAPC0603X33N","-8.2250","14.2750","180","Non-polarised capacitor"
"C349","100nF","BottomLayer","CAPC0603X33N","-8.2250","14.9250","180","Non-polarised capacitor"
"C338","100nF","BottomLayer","CAPC0603X33N","-8.2250","5.2750","180","Non-polarised capacitor"
"C339","100nF","BottomLayer","CAPC0603X33N","-8.2250","5.9250","180","Non-polarised capacitor"
"C317","100nF","BottomLayer","CAPC0603X33N","-40.1626","46.5402","0","Non-polarised capacitor"
"C304","100nF","BottomLayer","CAPC0603X33N","-16.2306","-24.8920","270","Non-polarised capacitor"
"C303","100nF","TopLayer","CAPC0603X33N","-19.4564","-11.9634","270","Non-polarised capacitor"
"C302","100nF","TopLayer","CAPC0603X33N","-8.4836","-14.9606","0","Non-polarised capacitor"
"C301","100nF","BottomLayer","CAPC0603X33N","-12.1920","-17.9070","270","Non-polarised capacitor"
"C300","100nF","TopLayer","CAPC0603X33N","-19.9136","-14.9098","180","Non-polarised capacitor"
"C297","100nF","BottomLayer","CAPC0603X33N","-16.0274","-11.7094","0","Non-polarised capacitor"
"C296","220nF","TopLayer","CAPC0603X33N","-70.8500","69.0750","270","Non-polarised capacitor"
"C295","220nF","TopLayer","CAPC0603X33N","-74.0250","65.0750","270","Non-polarised capacitor"
"C294","220nF","TopLayer","CAPC0603X33N","-61.9500","67.0000","0","Non-polarised capacitor"
"C293","220nF","TopLayer","CAPC0603X33N","-71.8500","69.8750","270","Non-polarised capacitor"
"C292","220nF","TopLayer","CAPC0603X33N","-61.8500","63.0750","90","Non-polarised capacitor"
"C291","220nF","TopLayer","CAPC0603X33N","-73.8500","69.0750","90","Non-polarised capacitor"
"C288","220nF","TopLayer","CAPC0603X33N","-74.9436","61.0828","180","Non-polarised capacitor"
"C287","220nF","TopLayer","CAPC0603X33N","-77.9500","64.1750","0","Non-polarised capacitor"
"C286","220nF","TopLayer","CAPC0603X33N","-67.9500","67.5750","90","Non-polarised capacitor"
"C285","220nF","TopLayer","CAPC0603X33N","-77.8500","67.0750","90","Non-polarised capacitor"
"C284","220nF","TopLayer","CAPC0603X33N","-62.9500","60.1750","0","Non-polarised capacitor"
"C283","220nF","TopLayer","CAPC0603X33N","-77.8500","69.0750","90","Non-polarised capacitor"
"C280","220nF","TopLayer","CAPC0603X33N","-63.9250","59.1750","0","Non-polarised capacitor"
"C279","220nF","TopLayer","CAPC0603X33N","-65.9500","71.5500","270","Non-polarised capacitor"
"C278","220nF","TopLayer","CAPC0603X33N","-70.9500","59.6500","90","Non-polarised capacitor"
"C277","220nF","TopLayer","CAPC0603X33N","-70.9500","70.5750","90","Non-polarised capacitor"
"C276","220nF","TopLayer","CAPC0603X33N","-66.9500","59.5750","90","Non-polarised capacitor"
"C275","220nF","TopLayer","CAPC0603X33N","-63.9500","70.5750","90","Non-polarised capacitor"
"PB1","Push Button","BottomLayer","SW_C&K_HDT0001","-149.3500","-32.0500","0","Push-Button Switch SPDT"
"R222","10k","TopLayer","RESC1005X40N","-154.5750","74.9250","270","Resistor - 1%"
"R117","10k","TopLayer","RESC1005X40N","-53.4500","19.8250","90","Resistor - 1%"
"R116","3k3","TopLayer","RESC1608X55N","-51.3750","22.1750","0","Resistor - 1%"
"R115","3k3","TopLayer","RESC1608X55N","-52.0500","19.8250","90","Resistor - 1%"
"R114","10k","TopLayer","RESC1005X40N","-50.1142","17.3228","0","Resistor - 1%"
"R113","3R","TopLayer","RESC3216X65N","-45.9994","14.5796","90","Resistor - 1%"
"R112","169k","TopLayer","RESC1608X55N","-48.5394","19.9898","180","Resistor - 1%"
"R111","2","TopLayer","RESC1608X55N","-49.1000","15.0500","180","Resistor - 1%"
"R110","100k","TopLayer","RESC1005X40N","-161.9500","99.7250","270","Resistor - 1%"
"R109","100k","BottomLayer","RESC1005X40N","-57.8250","17.8750","180","Resistor - 1%"
"R108","75k","BottomLayer","RESC1608X55N","-57.8250","19.3750","180","Resistor - 1%"
"R106","100k","BottomLayer","RESC1005X40N","-60.1250","18.6500","90","Resistor - 1%"
"R105","10k","BottomLayer","RESC1005X40N","-74.0000","1.0000","90","Resistor - 1%"
"R104","10k","TopLayer","RESC1005X40N","-94.6912","-20.2438","180","Resistor - 1%"
"L8","440nH","BottomLayer","IND_PULSE_PA0513","-41.2620","14.8250","0","Inductor With Core"
"IC33","LM75AIM/NOPB","TopLayer","SOIC127P600X175-8N","-32.5250","88.9500","0","Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"
"IC32","LM75AIM/NOPB","TopLayer","SOIC127P600X175-8N","-46.2000","-24.0500","135","Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"
"IC31","LM75AIM/NOPB","TopLayer","SOIC127P600X175-8N","-150.0000","-11.0000","270","Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"
"IC30","LM75AIM/NOPB","TopLayer","SOIC127P600X175-8N","-148.1250","72.6250","180","Digital Temperature Sensor and Thermal Watchdog with Two-Wire Interface"
"IC14","TPS53353DQP","BottomLayer","SON50P500X600X150-23N-R334X557","-52.5000","15.3750","180","1.5V to 15V Input (4.5V to 25V Bias), 20A Synchronous Buck SWIFT™ Converter with Eco-mode™"
"C177","22uF","TopLayer","CAPC3216X180N","-45.6500","5.8504","270","Non-polarised capacitor"
"C176","22uF","TopLayer","CAPC3216X180N","-43.4000","5.8504","270","Non-polarised capacitor"
"C175","22uF","TopLayer","CAPC3216X180N","-36.6500","5.8504","270","Non-polarised capacitor"
"C174","22uF","TopLayer","CAPC3216X180N","-41.1500","5.8504","270","Non-polarised capacitor"
"C173","22uF","TopLayer","CAPC3216X180N","-38.9000","5.8504","270","Non-polarised capacitor"
"C172","22uF","TopLayer","CAPC3216X180N","-51.3004","8.8000","0","Non-polarised capacitor"
"C171","22uF","TopLayer","CAPC3216X180N","-51.3004","11.0500","0","Non-polarised capacitor"
"C170","22uF","TopLayer","CAPC3216X180N","-51.3004","6.5500","0","Non-polarised capacitor"
"C169","22uF","BottomLayer","CAPC3216X180N","-45.6500","5.7996","90","Non-polarised capacitor"
"C168","22uF","TopLayer","CAPC3216X180N","-47.9000","5.7996","90","Non-polarised capacitor"
"C167","10uF","TopLayer","CAPC2012X135N","-54.9910","13.3604","180","Non-polarised capacitor"
"C166","1nF","TopLayer","CAPC1005X55N","-50.6750","18.9000","90","Non-polarised capacitor"
"C165","22uF","BottomLayer","CAPC3216X180N","-43.4000","5.8504","270","Non-polarised capacitor"
"C164","22uF","BottomLayer","CAPC3216X180N","-47.9000","5.8504","270","Non-polarised capacitor"
"C163","22uF","BottomLayer","CAPC3216X180N","-51.2496","6.5500","180","Non-polarised capacitor"
"C162","22uF","BottomLayer","CAPC3216X180N","-51.2496","8.8000","180","Non-polarised capacitor"
"C161","22uF","BottomLayer","CAPC3216X180N","-51.2496","11.0500","180","Non-polarised capacitor"
"C160","22nF","TopLayer","CAPC1608X87N","-48.3362","22.4028","90","Non-polarised capacitor"
"C159","100nF","TopLayer","CAPC1005X55N","-49.1250","12.9250","180","Non-polarised capacitor"
"C158","22uF","BottomLayer","CAPC3216X180N","-41.1500","5.7996","90","Non-polarised capacitor"
"C157","22uF","BottomLayer","CAPC3216X180N","-38.9000","5.7996","90","Non-polarised capacitor"
"C156","22uF","BottomLayer","CAPC3216X180N","-36.6500","5.7996","90","Non-polarised capacitor"
"C155","22uF","BottomLayer","CAPC3216X180N","-34.4000","5.7996","90","Non-polarised capacitor"
"C154","22uF","TopLayer","CAPC3216X180N","-34.4000","5.7996","90","Non-polarised capacitor"
"C153","1uF","TopLayer","CAPC1608X87N","-54.9000","16.6500","270","Non-polarised capacitor"
"C152","10uF","TopLayer","CAPC2012X135N","-55.7022","4.9530","180","Non-polarised capacitor"
"C151","10uF","TopLayer","CAPC2012X135N","-55.6260","9.6266","180","Non-polarised capacitor"
"C150","10uF","BottomLayer","CAPC2012X135N","-55.6768","4.9530","180","Non-polarised capacitor"
"C149","10uF","BottomLayer","CAPC2012X135N","-55.6768","7.2390","0","Non-polarised capacitor"
"C148","10uF","BottomLayer","CAPC2012X135N","-55.6768","9.6520","0","Non-polarised capacitor"
"C147","10uF","TopLayer","CAPC2012X135N","-55.6514","7.2390","0","Non-polarised capacitor"
"C146","10uF","BottomLayer","CAPC2012X135N","-58.5470","16.3576","180","Non-polarised capacitor"
"R103","0R","BottomLayer","RESC1005X40N","-72.2500","-2.0000","90","Resistor - 1%"
"R46","1k5","TopLayer","RESC1608X55N","-82.0050","-25.4250","0","Resistor - 1%"
"C145","1uF","TopLayer","CAPC1608X87N","-48.0250","107.8250","180","Non-polarised capacitor"
"C144","1uF","TopLayer","CAPC1608X87N","-63.8910","107.8130","0","Non-polarised capacitor"
"C143","1uF","TopLayer","CAPC1608X87N","-74.8000","107.8120","0","Non-polarised capacitor"
"C62","1uF","TopLayer","CAPC1608X87N","-42.2250","107.8250","0","Non-polarised capacitor"
"C51","1uF","TopLayer","CAPC1608X87N","-53.0750","107.8250","0","Non-polarised capacitor"
"C43","10uF","TopLayer","CAPC2012X135N","-51.8750","-26.1250","90","Non-polarised capacitor"
"C115","150uF","TopLayer","CAPMP7343X200N","-64.6500","-19.9500","0","Polarised capacitor"
"C135","150uF","TopLayer","CAPMP7343X200N","-54.3250","-19.9500","0","Polarised capacitor"
"C42","10uF","BottomLayer","CAPC2012X135N","-78.6250","3.3750","180","Non-polarised capacitor"
"C1A","22uF","TopLayer","CAPC3216X180N","-108.6000","101.0500","90","Non-polarised capacitor"
"LED15","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-60.1980","-10.3124","90","LED Red 1C 2A"
"LED14","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-62.2046","-10.3124","90","LED Red 1C 2A"
"LED11","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-70.4088","-18.7452","90","LED Red 1C 2A"
"LED9","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-84.5250","19.4500","180","LED Red 1C 2A"
"Q19","FDS6898AZ","BottomLayer","FP-751EB-MFG","-66.1650","-25.6000","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"Q21","FDS6898AZ","BottomLayer","FP-751EB-MFG","-44.3650","-18.0500","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"R102","10k","TopLayer","RESC1005X40N","-133.8580","91.1352","180","Resistor - 1%"
"R101","10k","TopLayer","RESC1005X40N","-135.7750","94.1750","0","Resistor - 1%"
"R100","10k","TopLayer","RESC1005X40N","-135.9750","92.5250","0","Resistor - 1%"
"R99","10k","TopLayer","RESC1005X40N","-135.9500","91.3250","0","Resistor - 1%"
